Const,Your Rating,Date Rated,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt0120657,3,2003-10-06,The 13th Warrior,https://www.imdb.com/title/tt0120657/,movie,6.6,102,1999,"Action, Adventure, History",113436,1999-08-13,"Michael Crichton, John McTiernan"
tt1206572,2,2009-11-02,12 Lotus,https://www.imdb.com/title/tt1206572/,movie,5.7,121,2008,Drama,95,2008-08-14,Royston Tan
tt0120660,7,2000-03-24,Enemy of the State,https://www.imdb.com/title/tt0120660/,movie,7.3,132,1998,"Action, Thriller",220998,1998-11-18,Tony Scott
tt0120663,8,2008-02-22,Eyes Wide Shut,https://www.imdb.com/title/tt0120663/,movie,7.4,159,1999,"Drama, Mystery, Thriller",287714,1999-07-13,Stanley Kubrick
tt0120669,8,2000-06-05,Fear and Loathing in Las Vegas,https://www.imdb.com/title/tt0120669/,movie,7.6,118,1998,"Adventure, Comedy, Drama",250858,1998-05-15,Terry Gilliam
tt0120699,3,2000-04-30,The Hi-Lo Country,https://www.imdb.com/title/tt0120699/,movie,6.2,114,1998,"Drama, Romance, Western",4016,1998-12-30,Stephen Frears
tt0120728,8,2012-11-13,The Last Days of Disco,https://www.imdb.com/title/tt0120728/,movie,6.7,113,1998,"Comedy, Drama, Music, Romance",11715,1998-05-29,Whit Stillman
tt0120735,8,2003-12-06,"Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735/,movie,8.2,107,1998,"Comedy, Crime",515596,1998-08-23,Guy Ritchie
tt0120737,8,2007-01-20,The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/,movie,8.8,178,2001,"Action, Adventure, Drama, Fantasy",1590209,2001-12-10,Peter Jackson
tt0120753,9,2000-06-05,The Million Dollar Hotel,https://www.imdb.com/title/tt0120753/,movie,5.9,122,2000,"Drama, Mystery, Thriller",20354,2000-02-09,Wim Wenders
tt0120755,8,2001-04-08,Mission: Impossible II,https://www.imdb.com/title/tt0120755/,movie,6.1,123,2000,"Action, Adventure, Thriller",302965,2000-05-18,John Woo
tt0120757,2,2000-04-15,The Mod Squad,https://www.imdb.com/title/tt0120757/,movie,4.3,92,1999,"Action, Crime, Thriller",8499,1999-01-20,Scott Silver
tt0120768,6,2001-01-26,The Negotiator,https://www.imdb.com/title/tt0120768/,movie,7.3,140,1998,"Action, Crime, Drama, Mystery, Thriller",126318,1998-07-29,F. Gary Gray
tt0120780,8,2001-12-03,Out of Sight,https://www.imdb.com/title/tt0120780/,movie,7.0,123,1998,"Comedy, Crime, Drama, Romance, Thriller",82405,1998-06-26,Steven Soderbergh
tt0120784,4,2001-08-15,Payback,https://www.imdb.com/title/tt0120784/,movie,7.1,100,1999,"Action, Crime, Drama, Thriller",128246,1999-02-05,Brian Helgeland
tt0120794,6,2000-08-13,The Prince of Egypt,https://www.imdb.com/title/tt0120794/,movie,7.1,99,1998,"Animation, Adventure, Drama, Family, Fantasy, Musical",113625,1998-12-16,"Steve Hickner, Brenda Chapman, Simon Wells"
tt0120804,4,2007-05-05,Resident Evil,https://www.imdb.com/title/tt0120804/,movie,6.7,100,2002,"Action, Horror, Sci-Fi",240260,2002-03-12,Paul W.S. Anderson
tt0120812,7,2001-04-12,Rush Hour,https://www.imdb.com/title/tt0120812/,movie,7.0,98,1998,"Action, Comedy, Crime, Thriller",230581,1998-09-18,Brett Ratner
tt0120815,5,2001-06-10,Saving Private Ryan,https://www.imdb.com/title/tt0120815/,movie,8.6,169,1998,"Drama, War",1179414,1998-07-21,Steven Spielberg
tt0120832,6,2000-02-28,Snake Eyes,https://www.imdb.com/title/tt0120832/,movie,6.0,98,1998,"Crime, Mystery, Thriller",73655,1998-07-30,Brian De Palma
tt0120863,10,2000-08-13,The Thin Red Line,https://www.imdb.com/title/tt0120863/,movie,7.6,170,1998,"Drama, War",166638,1998-12-22,Terrence Malick
tt0120903,4,2003-11-29,X-Men,https://www.imdb.com/title/tt0120903/,movie,7.4,104,2000,"Action, Adventure, Sci-Fi",555407,2000-07-12,Bryan Singer
tt0120907,7,2001-04-22,eXistenZ,https://www.imdb.com/title/tt0120907/,movie,6.8,97,1999,"Horror, Sci-Fi, Thriller",90723,1999-02-16,David Cronenberg
tt0120912,2,2003-03-24,Men in Black II,https://www.imdb.com/title/tt0120912/,movie,6.2,88,2002,"Action, Adventure, Comedy, Mystery, Sci-Fi",331712,2002-07-03,Barry Sonnenfeld
tt0120917,5,2002-03-29,The Emperor's New Groove,https://www.imdb.com/title/tt0120917/,movie,7.3,78,2000,"Animation, Adventure, Comedy, Family, Fantasy",171302,2000-12-10,Mark Dindal
tt1210166,7,2014-03-17,Moneyball,https://www.imdb.com/title/tt1210166/,movie,7.6,133,2011,"Biography, Drama, Sport",345413,2011-09-09,Bennett Miller
tt0121080,10,2000-04-12,Voilà,https://www.imdb.com/title/tt0121080/,short,6.7,35,1994,Short,27,1994-09-06,Bruno Podalydès
tt12113608,7,2020-04-18,Neviadomi ray,https://www.imdb.com/title/tt12113608/,movie,7.3,52,2020,Documentary,6,2020-01-30,Darya Yurkevich
tt0121164,6,2006-08-28,Corpse Bride,https://www.imdb.com/title/tt0121164/,movie,7.3,77,2005,"Animation, Drama, Family, Fantasy, Musical, Romance",233381,2005-09-07,"Tim Burton, Mike Johnson"
tt1216487,5,2011-06-04,Flickan som lekte med elden,https://www.imdb.com/title/tt1216487/,movie,7.2,129,2009,"Crime, Drama, Mystery, Thriller",88321,2009-09-18,Daniel Alfredson
tt1216496,5,2010-01-20,Madeo,https://www.imdb.com/title/tt1216496/,movie,7.8,129,2009,"Crime, Drama, Thriller",45323,2009-05-16,Bong Joon Ho
tt1217209,3,2012-12-05,Brave,https://www.imdb.com/title/tt1217209/,movie,7.1,93,2012,"Animation, Adventure, Comedy, Family, Fantasy",358096,2012-06-10,"Mark Andrews, Steve Purcell, Brenda Chapman"
tt0122151,7,2000-08-13,Lethal Weapon 4,https://www.imdb.com/title/tt0122151/,movie,6.6,127,1998,"Action, Crime, Thriller",149010,1998-07-07,Richard Donner
tt0012224,9,2002-06-05,The Goat,https://www.imdb.com/title/tt0012224/,short,7.7,23,1921,"Comedy, Short",3546,1921-05-15,"Malcolm St. Clair, Buster Keaton"
tt1223236,7,2011-11-20,African Cats,https://www.imdb.com/title/tt1223236/,movie,7.6,89,2011,"Documentary, Adventure",6029,2011-04-21,"Alastair Fothergill, Keith Scholey"
tt1225296,7,2009-03-22,Serbis,https://www.imdb.com/title/tt1225296/,movie,6.2,87,2008,"Drama, Romance",1301,2008-05-18,Brillante Mendoza
tt0012253,8,2002-06-04,Hard Luck,https://www.imdb.com/title/tt0012253/,short,7.0,22,1921,"Short, Comedy",1868,1921-03-14,"Edward F. Cline, Buster Keaton"
tt0012255,7,2002-05-30,The Haunted House,https://www.imdb.com/title/tt0012255/,short,7.0,21,1921,"Short, Comedy, Horror",2467,1921-01-30,"Edward F. Cline, Buster Keaton"
tt1226774,6,2013-07-30,In the Loop,https://www.imdb.com/title/tt1226774/,movie,7.4,106,2009,Comedy,52931,2009-01-22,Armando Iannucci
tt0122690,4,2000-02-28,Ronin,https://www.imdb.com/title/tt0122690/,movie,7.3,122,1998,"Action, Crime, Thriller",166836,1998-09-12,John Frankenheimer
tt1227796,8,2009-04-19,Yurev den,https://www.imdb.com/title/tt1227796/,movie,6.9,137,2008,"Drama, Mystery",589,2008-06-13,Kirill Serebrennikov
tt0012278,8,2002-06-04,The 'High Sign',https://www.imdb.com/title/tt0012278/,short,7.6,20,1921,"Short, Comedy",2469,1921-04-18,"Edward F. Cline, Buster Keaton"
tt1228705,3,2014-04-01,Iron Man 2,https://www.imdb.com/title/tt1228705/,movie,7.0,124,2010,"Action, Adventure, Sci-Fi",694567,2010-04-26,Jon Favreau
tt1229238,5,2012-06-11,Mission: Impossible - Ghost Protocol,https://www.imdb.com/title/tt1229238/,movie,7.4,132,2011,"Action, Adventure, Thriller",443206,2011-12-07,Brad Bird
tt0122933,7,2001-01-26,Analyze This,https://www.imdb.com/title/tt0122933/,movie,6.7,103,1999,"Comedy, Crime",142176,1999-03-05,Harold Ramis
tt1229413,7,2014-02-20,Hung,https://www.imdb.com/title/tt1229413/,tvSeries,7.1,30,2009,"Comedy, Drama",20408,2009-06-28,
tt1231583,4,2011-12-11,Due Date,https://www.imdb.com/title/tt1231583/,movie,6.5,95,2010,"Comedy, Drama",314636,2010-10-31,Todd Phillips
tt0123172,2,2001-06-11,Michael Kael contre la World News Company,https://www.imdb.com/title/tt0123172/,movie,4.3,90,1998,Comedy,216,1998-02-18,Christophe Smith
tt1233329,5,2008-12-16,My Magic,https://www.imdb.com/title/tt1233329/,movie,6.5,75,2008,Drama,275,2008-05-23,Eric Khoo
tt1234246,7,2008-09-05,Green Porno: Bee,https://www.imdb.com/title/tt1234246/,tvEpisode,7.5,,2008,Comedy,26,2008-05-05,"Isabella Rossellini, Jody Shapiro"
tt1235099,3,2014-07-14,Lie to Me,https://www.imdb.com/title/tt1235099/,tvSeries,8.0,43,2009,"Crime, Drama, Mystery, Thriller",107435,2009-01-21,
tt1241325,7,2012-06-02,Objectified,https://www.imdb.com/title/tt1241325/,movie,7.1,75,2009,Documentary,3378,2009-03-14,Gary Hustwit
tt0124198,6,2000-04-12,Very Bad Things,https://www.imdb.com/title/tt0124198/,movie,6.4,100,1998,"Comedy, Crime, Thriller",43992,1998-09-11,Peter Berg
tt1245094,7,2010-04-18,Wu,https://www.imdb.com/title/tt1245094/,movie,6.6,89,2010,Drama,36,2010-06-17,Kit Hui
tt1245526,2,2012-08-19,RED,https://www.imdb.com/title/tt1245526/,movie,7.0,111,2010,"Action, Comedy, Crime, Thriller",280143,2010-09-29,Robert Schwentke
tt0012543,7,2002-06-23,The Paleface,https://www.imdb.com/title/tt0012543/,short,6.9,20,1922,"Short, Comedy, Western",2600,1922-01-15,"Edward F. Cline, Buster Keaton"
tt1255913,9,2011-10-22,Bored to Death,https://www.imdb.com/title/tt1255913/,tvSeries,7.9,28,2009,"Comedy, Crime, Drama, Mystery, Thriller",30799,2009-09-20,
tt0125659,6,2008-02-17,Abre los ojos,https://www.imdb.com/title/tt0125659/,movie,7.8,117,1997,"Drama, Mystery, Sci-Fi, Thriller",61837,1997-12-17,Alejandro Amenábar
tt0125664,9,2000-04-12,Man on the Moon,https://www.imdb.com/title/tt0125664/,movie,7.4,118,1999,"Biography, Comedy, Drama",120656,1999-12-07,Milos Forman
tt0012570,8,2002-06-05,The Play House,https://www.imdb.com/title/tt0012570/,short,7.5,23,1921,"Short, Comedy, Fantasy",3623,1921-09-24,"Edward F. Cline, Buster Keaton"
tt1257562,8,2014-10-26,Hadewijch,https://www.imdb.com/title/tt1257562/,movie,6.7,105,2009,Drama,1719,2009-09-11,Bruno Dumont
tt1259014,7,2010-03-07,L'instinct de mort,https://www.imdb.com/title/tt1259014/,movie,7.5,113,2008,"Action, Biography, Crime, Drama, Thriller",31129,2008-09-11,Jean-François Richet
tt0126029,8,2001-08-21,Shrek,https://www.imdb.com/title/tt0126029/,movie,7.8,90,2001,"Animation, Adventure, Comedy, Family, Fantasy",590943,2001-04-22,"Vicky Jenson, Andrew Adamson"
tt0126250,6,2001-04-22,Cookie's Fortune,https://www.imdb.com/title/tt0126250/,movie,6.8,118,1999,"Comedy, Drama",12391,1999-01-22,Robert Altman
tt1263670,8,2013-01-05,Crazy Heart,https://www.imdb.com/title/tt1263670/,movie,7.2,112,2009,"Drama, Music, Romance",81953,2009-12-06,Scott Cooper
tt1264068,7,2013-06-24,Aftermath: Population Zero,https://www.imdb.com/title/tt1264068/,tvMovie,6.8,90,2008,"Documentary, Sci-Fi",1329,2008-03-09,
tt1270842,6,2013-12-01,Noruwei no mori,https://www.imdb.com/title/tt1270842/,movie,6.3,133,2010,"Drama, Romance",10628,2010-09-02,Anh Hung Tran
tt1275590,1,2012-03-07,De l'autre côté du lit,https://www.imdb.com/title/tt1275590/,movie,5.6,93,2008,Comedy,2373,2008-12-10,Pascale Pouzadoux
tt1276104,6,2013-09-30,Looper,https://www.imdb.com/title/tt1276104/,movie,7.4,113,2012,"Action, Adventure, Crime, Drama, Sci-Fi, Thriller",519158,2012-09-06,Rian Johnson
tt1279972,10,2015-10-06,Treme,https://www.imdb.com/title/tt1279972/,tvSeries,8.2,59,2010,"Drama, Music",12974,2010-04-11,
tt1282140,3,2011-06-11,Easy A,https://www.imdb.com/title/tt1282140/,movie,7.1,92,2010,"Comedy, Drama, Romance",344695,2010-09-11,Will Gluck
tt0128442,8,2012-12-09,Rounders,https://www.imdb.com/title/tt0128442/,movie,7.3,121,1998,"Crime, Drama",139000,1998-08-25,John Dahl
tt0128445,9,2006-02-14,Rushmore,https://www.imdb.com/title/tt0128445/,movie,7.7,93,1998,"Comedy, Drama",163181,1998-09-17,Wes Anderson
tt1285016,7,2011-10-14,The Social Network,https://www.imdb.com/title/tt1285016/,movie,7.7,120,2010,"Biography, Drama",596293,2010-09-24,David Fincher
tt1292644,7,2011-01-30,Complices,https://www.imdb.com/title/tt1292644/,movie,6.7,93,2009,"Crime, Romance",887,2009-08-09,Frédéric Mermoud
tt0129387,8,2001-05-23,There's Something About Mary,https://www.imdb.com/title/tt0129387/,movie,7.1,119,1998,"Comedy, Romance",282799,1998-07-15,"Bobby Farrelly, Peter Farrelly"
tt0012945,7,2003-01-10,The Blacksmith,https://www.imdb.com/title/tt0012945/,short,6.9,21,1922,"Comedy, Short",2253,1922-07-21,"Malcolm St. Clair, Buster Keaton"
tt0129805,7,2001-12-25,Le bunker de la dernière rafale,https://www.imdb.com/title/tt0129805/,short,6.3,26,1981,"Sci-Fi, Short",718,,"Jean-Pierre Jeunet, Marc Caro"
tt0013025,8,2002-06-27,Cops,https://www.imdb.com/title/tt0013025/,short,7.6,18,1922,"Short, Comedy, Family",5470,1922-03-11,"Edward F. Cline, Buster Keaton"
tt0013055,8,2002-07-08,Day Dreams,https://www.imdb.com/title/tt0013055/,short,6.9,23,1922,"Short, Comedy",2070,1922-11-27,"Edward F. Cline, Buster Keaton"
tt1305814,6,2009-04-19,Dada,https://www.imdb.com/title/tt1305814/,movie,7.4,92,2008,Drama,41,2008-09-25,Yuan Zhang
tt0130827,9,2001-11-08,Lola rennt,https://www.imdb.com/title/tt0130827/,movie,7.6,81,1998,"Crime, Drama, Thriller",183777,1998-08-20,Tom Tykwer
tt0013099,7,2002-07-24,The Electric House,https://www.imdb.com/title/tt0013099/,short,7.2,23,1922,"Short, Comedy",2322,1922-10-16,"Edward F. Cline, Buster Keaton"
tt1310601,6,2008-11-15,Invisible City,https://www.imdb.com/title/tt1310601/,movie,7.3,58,2007,Documentary,13,2007-07-19,Pin Pin Tan
tt1313092,7,2016-02-27,Animal Kingdom,https://www.imdb.com/title/tt1313092/,movie,7.3,113,2010,"Crime, Drama",53205,2010-01-22,David Michôd
tt0131325,6,2000-08-16,Bowfinger,https://www.imdb.com/title/tt0131325/,movie,6.4,97,1999,Comedy,64494,1999-08-13,Frank Oz
tt0131369,7,2000-06-05,Edtv,https://www.imdb.com/title/tt0131369/,movie,6.1,122,1999,"Comedy, Drama",40530,1999-03-26,Ron Howard
tt1314240,7,2010-06-03,Erreur de la banque en votre faveur,https://www.imdb.com/title/tt1314240/,movie,6.2,105,2009,Comedy,653,2009-01-22,"Gérard Bitton, Michel Munz"
tt1314280,4,2010-07-29,Welcome,https://www.imdb.com/title/tt1314280/,movie,7.5,110,2009,Drama,6978,2009-02-07,Philippe Lioret
tt0013158,6,2002-07-08,The Frozen North,https://www.imdb.com/title/tt0013158/,short,6.5,17,1922,"Short, Comedy, Western",1765,1922-08-28,"Edward F. Cline, Buster Keaton"
tt1315981,3,2012-07-07,A Single Man,https://www.imdb.com/title/tt1315981/,movie,7.6,99,2009,"Drama, Romance",102786,2009-09-11,Tom Ford
tt0131934,7,2002-10-10,Barbe-bleue,https://www.imdb.com/title/tt0131934/,short,7.0,12,1901,"Short, Horror",1425,1901-12-31,Georges Méliès
tt1319569,6,2010-01-15,Home,https://www.imdb.com/title/tt1319569/,movie,7.0,98,2008,Drama,3808,2008-05-18,Ursula Meier
tt1321865,8,2010-07-13,Carlos,https://www.imdb.com/title/tt1321865/,tvMiniSeries,7.6,334,2010,"Biography, Crime, Drama, Thriller",12533,2010-05-19,
tt0132245,2,2001-12-03,Driven,https://www.imdb.com/title/tt0132245/,movie,4.6,116,2001,"Action, Drama, Sport",38507,2001-03-08,Renny Harlin
tt1323518,8,2010-06-30,La forteresse,https://www.imdb.com/title/tt1323518/,movie,7.2,104,2008,Documentary,114,2008-08-09,Fernand Melgar
tt1329454,7,2011-08-17,Fuk sau,https://www.imdb.com/title/tt1329454/,movie,6.5,108,2009,"Action, Crime, Thriller",6039,2009-05-17,Johnnie To
tt1329457,7,2015-08-15,Gainsbourg (Vie héroïque),https://www.imdb.com/title/tt1329457/,movie,6.9,135,2010,"Biography, Drama, Music",9235,2010-01-20,Joann Sfar
tt1329930,9,2013-07-16,Terminator: The Sarah Connor Chronicles: Today Is the Day: Part 2,https://www.imdb.com/title/tt1329930/,tvEpisode,8.5,44,2009,"Action, Drama, Sci-Fi, Thriller",754,2009-03-20,Guy Norman Bee
tt0133093,8,2001-12-03,The Matrix,https://www.imdb.com/title/tt0133093/,movie,8.7,136,1999,"Action, Sci-Fi",1599843,1999-03-24,"Lilly Wachowski, Lana Wachowski"
tt0133363,9,2000-06-05,Los amantes del Círculo Polar,https://www.imdb.com/title/tt0133363/,movie,7.7,112,1998,"Drama, Mystery, Romance",17595,1998-08-28,Julio Medem
tt0133385,3,2000-06-05,Astérix & Obélix contre César,https://www.imdb.com/title/tt0133385/,movie,6.0,109,1999,"Adventure, Comedy, Family, Fantasy",38071,1999-02-03,Claude Zidi
tt1341188,3,2011-08-29,How Do You Know,https://www.imdb.com/title/tt1341188/,movie,5.4,121,2010,"Comedy, Drama, Romance",43170,2010-12-13,James L. Brooks
tt0013422,7,2002-07-03,My Wife's Relations,https://www.imdb.com/title/tt0013422/,short,6.6,24,1922,"Short, Comedy",1806,1922-05-06,"Edward F. Cline, Buster Keaton"
tt1343097,7,2011-06-08,Luftslottet som sprängdes,https://www.imdb.com/title/tt1343097/,movie,7.3,147,2009,"Crime, Drama, Thriller",65783,2009-11-27,Daniel Alfredson
tt0013442,7,2002-03-22,"Nosferatu, eine Symphonie des Grauens",https://www.imdb.com/title/tt0013442/,movie,7.9,94,1922,"Fantasy, Horror",84942,1922-02-17,F.W. Murnau
tt1345836,8,2012-12-17,The Dark Knight Rises,https://www.imdb.com/title/tt1345836/,movie,8.4,164,2012,"Action, Adventure",1455766,2012-07-16,Christopher Nolan
tt1350940,3,2011-11-01,La première étoile,https://www.imdb.com/title/tt1350940/,movie,5.6,90,2009,Comedy,829,2009-01-22,Lucien Jean-Baptiste
tt1353793,6,2012-07-20,La famille Wolberg,https://www.imdb.com/title/tt1353793/,movie,5.8,95,2009,Drama,219,2009-05-20,Axelle Ropert
tt1356864,7,2012-09-25,I'm Still Here,https://www.imdb.com/title/tt1356864/,movie,6.2,108,2010,"Comedy, Drama, Music",20136,2010-09-06,Casey Affleck
tt0135696,8,2002-10-10,Un homme de têtes,https://www.imdb.com/title/tt0135696/,short,7.5,1,1898,"Short, Comedy, Horror",2787,2009-11-28,Georges Méliès
tt1361541,6,2011-02-15,Fais-moi plaisir!,https://www.imdb.com/title/tt1361541/,movie,6.4,90,2009,Comedy,613,2009-06-24,Emmanuel Mouret
tt0137363,7,2000-07-18,Arlington Road,https://www.imdb.com/title/tt0137363/,movie,7.2,117,1999,"Crime, Drama, Thriller",78979,1999-03-19,Mark Pellington
tt0137523,9,2001-11-08,Fight Club,https://www.imdb.com/title/tt0137523/,movie,8.8,139,1999,Drama,1774570,1999-09-10,David Fincher
tt1375666,6,2014-10-08,Inception,https://www.imdb.com/title/tt1375666/,movie,8.8,148,2010,"Action, Adventure, Sci-Fi, Thriller",1952605,2010-07-08,Christopher Nolan
tt1376451,5,2011-01-20,Une petite zone de turbulences,https://www.imdb.com/title/tt1376451/,movie,5.9,108,2009,Comedy,495,2009-11-03,Alfred Lot
tt0138097,7,2001-08-12,Shakespeare in Love,https://www.imdb.com/title/tt0138097/,movie,7.1,123,1998,"Comedy, Drama, History, Romance",208468,1998-12-03,John Madden
tt0138524,4,2003-11-17,Intolerable Cruelty,https://www.imdb.com/title/tt0138524/,movie,6.2,100,2003,"Comedy, Crime, Romance",88160,2003-09-02,"Joel Coen, Ethan Coen"
tt0013858,8,2002-07-30,The Balloonatic,https://www.imdb.com/title/tt0013858/,short,6.7,22,1923,"Short, Comedy",2533,1923-01-22,"Edward F. Cline, Buster Keaton"
tt0138704,8,2000-04-12,Pi,https://www.imdb.com/title/tt0138704/,movie,7.4,84,1998,"Drama, Horror, Mystery, Sci-Fi, Thriller",165380,1998-01-31,Darren Aronofsky
tt0138946,6,2001-12-03,The Yards,https://www.imdb.com/title/tt0138946/,movie,6.4,115,2000,"Crime, Drama, Romance, Thriller",19279,2000-04-27,James Gray
tt1392190,9,2018-07-27,Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/,movie,8.1,120,2015,"Action, Adventure, Sci-Fi, Thriller",834107,2015-05-07,George Miller
tt0139668,7,2000-08-13,True Crime,https://www.imdb.com/title/tt0139668/,movie,6.6,127,1999,"Crime, Drama, Mystery, Thriller",30818,1999-03-19,Clint Eastwood
tt0140352,7,2001-04-05,The Insider,https://www.imdb.com/title/tt0140352/,movie,7.8,157,1999,"Biography, Drama, Thriller",154828,1999-10-28,Michael Mann
tt1411697,6,2012-02-27,The Hangover Part II,https://www.imdb.com/title/tt1411697/,movie,6.4,102,2011,Comedy,449852,2011-05-19,Todd Phillips
tt1415175,7,2018-10-20,Yellowstone,https://www.imdb.com/title/tt1415175/,tvMiniSeries,8.5,50,2009,Documentary,1624,2009-03-15,
tt0141842,9,2006-11-01,The Sopranos,https://www.imdb.com/title/tt0141842/,tvSeries,9.2,55,1999,"Crime, Drama",275336,1999-01-10,
tt0141926,4,2002-03-09,U-571,https://www.imdb.com/title/tt0141926/,movie,6.6,116,2000,"Action, War",74557,2000-04-17,Jonathan Mostow
tt0014218,8,2002-08-03,The Love Nest,https://www.imdb.com/title/tt0014218/,short,6.9,20,1923,"Short, Comedy",1944,1923-03-31,"Edward F. Cline, Buster Keaton"
tt0142201,8,2000-06-14,Crazy in Alabama,https://www.imdb.com/title/tt0142201/,movie,6.2,111,1999,"Comedy, Crime, Drama",6512,1999-09-09,Antonio Banderas
tt1423995,4,2011-11-20,Stone,https://www.imdb.com/title/tt1423995/,movie,5.4,105,2010,"Drama, Thriller",39600,2010-09-10,John Curran
tt1424381,5,2011-05-07,Predators,https://www.imdb.com/title/tt1424381/,movie,6.4,107,2010,"Action, Adventure, Sci-Fi, Thriller",206379,2010-07-07,Nimród Antal
tt1424432,7,2014-04-17,Senna,https://www.imdb.com/title/tt1424432/,movie,8.5,106,2010,"Documentary, Biography, Sport",60148,2010-10-07,Asif Kapadia
tt1424797,7,2011-08-12,J'ai tué ma mère,https://www.imdb.com/title/tt1424797/,movie,7.5,96,2009,"Drama, Romance",26318,2009-05-18,Xavier Dolan
tt0142688,5,2001-01-26,The Ninth Gate,https://www.imdb.com/title/tt0142688/,movie,6.7,133,1999,"Mystery, Thriller",158935,1999-08-25,Roman Polanski
tt1431181,8,2014-12-06,Another Year,https://www.imdb.com/title/tt1431181/,movie,7.3,129,2010,"Comedy, Drama",27044,2010-05-15,Mike Leigh
tt0143145,6,2001-04-12,The World Is Not Enough,https://www.imdb.com/title/tt0143145/,movie,6.4,128,1999,"Action, Adventure, Thriller",182586,1999-11-08,Michael Apted
tt1439572,9,2015-04-26,Perfect Sense,https://www.imdb.com/title/tt1439572/,movie,7.1,92,2011,"Drama, Romance, Sci-Fi",53858,2011-01-24,David Mackenzie
tt1440129,2,2012-09-01,Battleship,https://www.imdb.com/title/tt1440129/,movie,5.8,131,2012,"Action, Adventure, Sci-Fi, Thriller",230549,2012-04-03,Peter Berg
tt1440232,5,2014-02-22,Les petits mouchoirs,https://www.imdb.com/title/tt1440232/,movie,7.1,154,2010,"Comedy, Drama",23022,2010-09-11,Guillaume Canet
tt0144084,7,2014-01-26,American Psycho,https://www.imdb.com/title/tt0144084/,movie,7.6,101,2000,"Comedy, Crime, Drama",460966,2000-01-21,Mary Harron
tt0144201,9,2000-06-18,La fille sur le pont,https://www.imdb.com/title/tt0144201/,movie,7.6,90,1999,"Comedy, Drama, Romance",12851,1999-03-31,Patrice Leconte
tt1446714,3,2012-06-15,Prometheus,https://www.imdb.com/title/tt1446714/,movie,7.0,124,2012,"Adventure, Mystery, Sci-Fi",554298,2012-04-11,Ridley Scott
tt1453405,3,2014-10-24,Monsters University,https://www.imdb.com/title/tt1453405/,movie,7.3,104,2013,"Animation, Adventure, Comedy, Family, Fantasy",308493,2013-06-05,Dan Scanlon
tt1454468,8,2014-03-21,Gravity,https://www.imdb.com/title/tt1454468/,movie,7.7,91,2013,"Drama, Sci-Fi, Thriller",743991,2013-08-28,Alfonso Cuarón
tt0145487,2,2003-08-16,Spider-Man,https://www.imdb.com/title/tt0145487/,movie,7.3,121,2002,"Action, Adventure, Sci-Fi",666051,2002-04-30,Sam Raimi
tt0145531,2,2000-10-06,Stigmata,https://www.imdb.com/title/tt0145531/,movie,6.2,103,1999,Horror,62691,1999-09-10,Rupert Wainwright
tt0145660,8,2002-04-01,Austin Powers: The Spy Who Shagged Me,https://www.imdb.com/title/tt0145660/,movie,6.6,95,1999,"Action, Adventure, Comedy, Crime",210966,1999-06-08,Jay Roach
tt0146316,3,2001-10-31,Lara Croft: Tomb Raider,https://www.imdb.com/title/tt0146316/,movie,5.8,100,2001,"Action, Adventure, Fantasy, Thriller",192632,2001-06-11,Simon West
tt1465487,7,2010-08-29,L'arnacoeur,https://www.imdb.com/title/tt1465487/,movie,6.7,105,2010,"Comedy, Romance",24720,2010-01-23,Pascal Chaumeil
tt0146838,8,2000-03-17,Any Given Sunday,https://www.imdb.com/title/tt0146838/,movie,6.9,162,1999,"Drama, Sport",109499,1999-12-16,Oliver Stone
tt0146882,7,2004-08-29,High Fidelity,https://www.imdb.com/title/tt0146882/,movie,7.5,113,2000,"Comedy, Drama, Music, Romance",163428,2000-03-17,Stephen Frears
tt1470827,2,2011-09-04,Monsters,https://www.imdb.com/title/tt1470827/,movie,6.4,94,2010,"Adventure, Drama, Romance, Sci-Fi, Thriller",85989,2010-03-13,Gareth Edwards
tt1473074,7,2010-11-22,Mammuth,https://www.imdb.com/title/tt1473074/,movie,6.1,92,2010,"Comedy, Drama",3404,2010-02-19,"Gustave Kervern, Benoît Delépine"
tt1473121,3,2011-10-03,Je n'ai rien oublié,https://www.imdb.com/title/tt1473121/,movie,6.6,93,2010,Drama,522,2010-12-10,Bruno Chiche
tt0147612,8,2000-06-18,Happiness,https://www.imdb.com/title/tt0147612/,movie,7.7,134,1998,"Comedy, Drama",64478,1998-05-15,Todd Solondz
tt1478338,5,2012-02-12,Bridesmaids,https://www.imdb.com/title/tt1478338/,movie,6.8,125,2011,"Comedy, Romance",259297,2011-04-28,Paul Feig
tt1483013,7,2013-09-29,Oblivion,https://www.imdb.com/title/tt1483013/,movie,7.0,124,2013,"Action, Adventure, Sci-Fi",470714,2013-03-26,Joseph Kosinski
tt1490017,5,2014-06-23,The Lego Movie,https://www.imdb.com/title/tt1490017/,movie,7.7,100,2014,"Animation, Action, Adventure, Comedy, Family, Fantasy",315629,2014-02-01,"Christopher Miller, Phil Lord"
tt1499658,2,2011-11-24,Horrible Bosses,https://www.imdb.com/title/tt1499658/,movie,6.9,98,2011,"Comedy, Crime",411003,2011-07-08,Seth Gordon
